,index,Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label
8491,11595,"if (state[\""WorkGroup\""][0] * state[\""WorkGroup\""][1]) % (state[\""MatrixInstM\""] * state[\""InstSplit\""]) != 0: # TODO rejection for ABlocks",Yes,No,y
8492,11596,TODO calc,Yes,No,y
8493,11598,TODO MI - SubGroup0 temporarily == MIWG0; revisit later,Yes,Yes,y
8494,11600,TODO: should return Code.Module or string?,Yes,Yes,y
8495,11602,TODO:,Yes,No,n
8496,11603,TODO,Yes,Yes,n
8497,11605,TODO add fp16 hpa as well,Yes,No,y
8498,11606,TODO:,Yes,No,n
8499,11607,TODO,Yes,Yes,n
8500,11608,TODO - PackSummationDims handling needs to handle multiple sum dims,Yes,Yes,y
8501,11609,optimize if no initial stride needed in A or B,No,Yes,y
8502,11610,cidx is first summation index; filter summations follow as needed,No,No,n
8503,11611,- provides better cache locality for most formats; but tigher looping.,No,Yes,y
8504,11613,TODO: UnrollOnChannel here.,Yes,No,y
8505,11614,Add AssertStride*Equal for PackBatchDims; if needed,No,Yes,y
8506,11617,which means tail loop not needed.,No,Yes,y
8507,11618,need to fix beta-clear routine to pass initial stride parms,Yes,Yes,y
8508,11619,note loop counter numIterK\/numIterL hard-coded; manually hack if needed,Yes,Yes,y
8509,11620,TODO - remove this when NewClient is mainstream,Yes,Yes,y
8510,11621,"state[\""TLUB\""] = True # hack",Yes,Yes,y
8511,11622,TODO - use named arguments,Yes,Yes,y
8512,11625,TODO - remove; need to update scheduler,Yes,Yes,y
8513,11627,TODO-64,Yes,No,y
8514,11630,maybe need to restore base too if limit 0,Yes,No,y
8515,11634,Default is 1; multiple dimensions will be created if needed for dilations or other cases.,No,Yes,y
8516,11635,- provides better cache locality for most formats; but tigher looping.,No,Yes,y
8517,11638,TODO - this should be mul-H??,Yes,Yes,y
8518,11640,TODO - rewrite this function to simplify control-flow between tail-loop \/ unroll loop,Yes,No,y
8519,11641,TODO-64,Yes,No,y
8520,11642,maybe need to restore base too if limit 0,Yes,No,y
8521,11645,TODO - use named arguments,Yes,Yes,y
8522,11646,maybe need to restore base too if limit 0,Yes,No,y
8523,11647,Default is 1; multiple dimensions will be created if needed for strides or otrher cases.,No,Yes,y
8524,11650,TODO - this should be mul-H??,Yes,Yes,y
8525,11651,TODO - use named arguments,Yes,Yes,y
8526,11653,TODO-64,Yes,No,y
8527,11656,TODO - use named arguments,Yes,Yes,y
8528,11658,spatial summations (if needed),No,No,n
8529,11659,Add AssertStride*Equal for PackBatchDims; if needed,No,Yes,y
8530,11660,TODO: determine whether extra regs are needed by some newly defined ArchCap,Yes,Yes,y
8531,11661,TODO: support register packing for flatload code path,Yes,Yes,y
8532,11663,FIXME  lrvw = 1 for all precision cases,Yes,No,y
8533,11666,Default is 1; multiple dimensions will be created if needed for dilations or other cases.,No,Yes,y
8534,11667,- provides better cache locality for most formats; but tigher looping.,No,Yes,y
8535,11668,which means tail loop not needed.,No,Yes,y
8536,11672,TODO - use named arguments,Yes,Yes,y
8537,11673,TODO - rewrite this function to simplify control-flow between tail-loop \/ unroll loop,Yes,No,y
8538,11676,TODO - this skips over the stagger-u wrap codes,Yes,Yes,y
8539,11678,note loop counter numIterK\/numIterL hard-coded; manually hack if needed,Yes,Yes,y
8540,11679,need to fix beta-clear routine to pass initial stride parms,Yes,Yes,y
8541,11680,optimize if no initial stride needed in A or B,No,Yes,y
8542,11683,not supported with multiple summations; bug is maybe something with,Yes,Yes,y
8543,11684,FIXME-problem; this is hack to set strides which can be replaced by specifying strides with problem,Yes,Yes,y
8544,11685,FIXME-problem; this is new client format with strides tacked onto sizes,Yes,Yes,y
8545,11689,FIXME-problem; this ignores strides:,Yes,Yes,y
8546,11690,FIXME-problem; this is Exact format with strides tacked onto sizes as 4 extra pams,Yes,Yes,y
8547,11691,TODO: determine whether extra regs are needed by some newly defined ArchCap,Yes,Yes,y
8548,11693,1. move to tail open loop,No,Yes,y
8549,11694,TODO  - detect and print message for common error n:32 w\/o space,Yes,Yes,y
8550,11695,TODO - add strideB here,Yes,Yes,y
8551,11696,FIXME-problem  : this should be subclass of Problem,Yes,Yes,y
8552,11697,FIXME-problem: refactor to eliminate max; pass strides in strideB parm rather than hacked,Yes,No,y
8553,11699,FIXME remove wave_offset start for global fetching  TransposeLDS,Yes,Yes,y
8554,11704,TODO: determine whether extra regs are needed by some newly defined ArchCap,Yes,Yes,y
8555,11706,FIXME clean-up comment section of assembly code,Yes,Yes,y
8556,11708,TODO: reduce the use of 1 extra VGPR,Yes,Yes,y
8557,11712,re-calculate tileA assignment  remove this once tileAssignmentB bug is fixed,Yes,Yes,y
8558,11715,FIXME  lrvw = 1 for all precision cases,Yes,No,y
8559,11716,FIXME remove wave_offset start for global fetching  TransposeLDS,Yes,Yes,y
8560,11718,FIXME remove wave_offset start for global fetching  TransposeLDS,Yes,Yes,y
8561,11719,FIXME clean-up comment section of assembly code,Yes,Yes,y
8562,11720,re-calculate tileA assignment  remove this once tileAssignmentB bug is fixed,Yes,Yes,y
8563,11722,FIXME re-verify lscaOffset=0,Yes,Yes,y
8564,11723,FIXME  lrvw = 1 for all precision cases,Yes,No,y
8565,11726,spatial summations (if needed),No,No,n
8566,11732,"state[\""TLUB\""] = True # hack",Yes,Yes,y
8567,11733,TODO  - detect and print message for common error n:32 w\/o space,Yes,Yes,y
8568,11734,TODO- pass strides here; remove calls to convertLeadingDims,Yes,Yes,y
8569,11737,FIXME-problem.   This should use problem.strides*,Yes,Yes,y
8570,11739,not supported with multiple summations; bug is maybe something with,Yes,Yes,y
8571,11741,TODO clean-up comment section of assembly code,Yes,Yes,y
8572,11742,re-calculate tileA assignment  remove this once tileAssignmentB bug is fixed,Yes,Yes,y
8573,11743,TODO re-verify lscaOffset=0,Yes,Yes,y
8574,11744,FIXME  lrvw = 1 for all precision cases,Yes,No,y
8575,11746,TODO remove wave_offset start for global fetching  TransposeLDS,Yes,Yes,y
8576,11748,re-calculate tileA assignment  remove this once tileAssignmentB bug is fixed,Yes,Yes,y
8577,11749,TODO re-verify lscaOffset=0,Yes,Yes,y
8578,11751,TODO - clean up here:,Yes,No,y
8579,11752,TODO clean-up comment section of assembly code,Yes,Yes,y
8580,11755,TODO clean-up comment section of assembly code,Yes,Yes,y
8581,11756,re-calculate tileA assignment  remove this once tileAssignmentB bug is fixed,Yes,Yes,y
8582,11758,will have Tensile::WARNING: RegisterPool::checkIn(XXX) but it was never checked out,Yes,Yes,y
8583,11761,TODO,Yes,Yes,n
8584,11762,TODO,Yes,Yes,n
8585,11765,TODO clean-up comment section of assembly code,Yes,Yes,y
8586,11766,re-calculate tileA assignment  remove this once tileAssignmentB bug is fixed,Yes,Yes,y
8587,11768,TODO re-check,Yes,Yes,y
8588,11769,TODO re-verify lscaOffset=0,Yes,Yes,y
8589,11771,will have Tensile::WARNING: RegisterPool::checkIn(XXX) but it was never checked out,Yes,Yes,y
8590,11772,TODO remove wave_offset start for global fetching  TransposeLDS,Yes,Yes,y
8591,11774,re-calculate tileA assignment  remove this once tileAssignmentB bug is fixed,Yes,Yes,y
8592,11775,TODO: should return Code.Module or string?,Yes,Yes,y
8593,11777,TODO re-verify lscaOffset=0,Yes,Yes,y
8594,11779,TODO re-verify lscaOffset=0,Yes,Yes,y
8595,11782,TODO clean-up comment section of assembly code,Yes,Yes,y
8596,11784,TODO: should return Code.Module or string?,Yes,Yes,y
8597,11785,TODO re-check,Yes,Yes,y
8598,11787,TODO: reduce the use of 1 extra VGPR,Yes,Yes,y
8599,11788,TODO remove wave_offset start for global fetching  TransposeLDS,Yes,Yes,y
8600,11789,TODO clean-up comment section of assembly code,Yes,Yes,y
8601,11791,TODO re-check,Yes,Yes,y
8602,11794,default; may be changed if needed to generate a valid kernel,Yes,No,y
8603,11796,TODO remove wave_offset start for global fetching  TransposeLDS,Yes,Yes,y
8604,11797,TODO clean-up comment section of assembly code,Yes,Yes,y
8605,11798,re-calculate tileA assignment  remove this once tileAssignmentB bug is fixed,Yes,Yes,y
8606,11799,TODO re-check,Yes,Yes,y
8607,11800,TODO re-verify lscaOffset=0,Yes,Yes,y
8608,11801,TODO remove wave_offset start for global fetching  TransposeLDS,Yes,Yes,y
8609,11802,TODO clean-up comment section of assembly code,Yes,Yes,y
8610,11803,re-calculate tileA assignment  remove this once tileAssignmentB bug is fixed,Yes,Yes,y
8611,11804,TODO re-check,Yes,Yes,y
8612,11805,TODO re-verify lscaOffset=0,Yes,Yes,y
8613,11807,TODO remove wave_offset start for global fetching  TransposeLDS,Yes,Yes,y
8614,11808,TODO clean-up comment section of assembly code,Yes,Yes,y
8615,11810,TODO re-check,Yes,Yes,y
8616,11812,default; may be changed if needed to generate a valid kernel,No,No,n
8617,11813,default; may be changed if needed to generate a valid kernel,No,No,n
8618,11814,default; may be changed if needed to generate a valid kernel,No,No,n
8619,11816,TODO need to break this if into multi if -else if - else,Yes,No,y
8620,11817,default; may be changed if needed to generate a valid kernel,No,No,n
8621,11818,default; may be changed if needed to generate a valid kernel,No,No,n
8622,11820,transposeLDS=1 no packing needed,No,Yes,y
8623,11825,TODO: if numMfmaPerIter is not enough to schedule localwrite; need smarter way to distribute localWrite,Yes,Yes,y
8624,11827,TODO: let all type have pack Module,Yes,Yes,y
8625,11828,if it is empty (needed for clang++ assembler),No,Yes,y
8626,11831,Original stagger register.  Only needed for Persistent,No,Yes,y
8627,11832,put unused Sgpr back to SgprPool,No,Yes,y
8628,11833,TODO: more efficient way is to organize both sgpr and kernel argument memory in API,Yes,Yes,y
8629,11834,TODO add fp16 hpa as well,Yes,No,y
8630,11835,put unused Sgpr back to SgprPool,No,Yes,y
8631,11836,TODO: more efficient way is to organize both sgpr and kernel argument memory in API,Yes,Yes,y
8632,11837,remainder; unused here,Yes,Yes,y
8633,11838,remainder; unused here,Yes,Yes,y
8634,11841,TODO Broadcast code,Yes,Yes,y
8635,11842,TODO re-check,Yes,Yes,y
8636,11846,TODO review below code,Yes,Yes,y
8637,11850,remainder; unused here,Yes,Yes,y
8638,11851,TODO a bit tricky. Better to manage all GPRs solely through RegisterPool,Yes,No,y
8639,11853,FIXME-ExactDict size descriptor still (but preferrably not so) uses 8-tuple for GEMM problems,Yes,No,y
8640,11854,hack to avoid modifing local write address across rows to support shiftPtr in storeRemap,Yes,Yes,y
8641,11859,64-bit C val move by 2 32-bit instructions,No,No,n
8642,11860,"kStr += \""v_fma_f16 %s; %s; %s; %s%s\"" % (cStr; cStr; aStr; bStr; self.endLine) # FIXME op_sel",Yes,Yes,y
8643,11863,See Common.py for more details; we pack the possible needed info in one value:,No,Yes,y
8644,11864,See Common.py for more details; we pack the possible needed info in one value:,No,Yes,y
8645,11865,TODO check if solution matches problem size for exact tile kernels,Yes,No,y
8646,11866,jgolds HACK,Yes,Yes,y
8647,11867,TODO: need to enable ds_read2 to support 1 block MI,Yes,No,y
8648,11868,TODO: optimize scheduling to support more cases.,Yes,Yes,y
8649,11870,TODO check if solution matches problem size for exact tile kernels,Yes,No,y
8650,11871,TODO: make serialized store default with MI kernels,Yes,Yes,y
8651,11872,TODO: consider the rest of limiters ie sgpr,Yes,Yes,y
8652,11873,TODO: Minimum elems for StoreRemap,Yes,No,y
8653,11876,4. How to design a better way to prevent from invalid kernel in rocBLAS?,No,Yes,y
8654,11877,TODO: also consider sgpr,Yes,Yes,y
8655,11881,TODO: also consider sgpr,Yes,Yes,y
8656,11883,TODO: optimize scheduling to support more cases.,Yes,Yes,y
8657,11884,TODO: also consider sgpr,Yes,Yes,y
8658,11885,TODO:,Yes,No,n
8659,11886,TODO: consider the rest of limiters ie sgpr,Yes,Yes,y
8660,11887,need to fix beta-clear routine to pass initial stride parms,Yes,Yes,y
8661,11891,TODO:,Yes,No,n
8662,11894,TODO check if solution matches problem size for exact tile kernels,Yes,No,y
8663,11896,- MI 16x16x1x4 (4-block variant) with MIBlockM=4 -> (16x16)*(4x1)=64x16 tile per instruction executed,No,Yes,y
8664,11897,- MI 32x32x1x2 (2-block variant) with MIBlockM=1 -> (32x32)*(1x2)=32x64 tile per instruction executed,No,Yes,y
8665,11899,"TODO - if no side-effect; we can set default to True. This can make analyzing \""LibraryLogic\"" (AddFromCSV) faster",Yes,No,y
8666,11901,Old code. TODO - Can we get rid of this in the future?,Yes,Yes,y
8667,11903,vgpr needed from register pool,No,Yes,y
8668,11904,"TODO - if no side-effect; we can set default to True. This can make analyzing \""LibraryLogic\"" (AddFromCSV) faster",Yes,No,y
8669,11905,"TODO - if side-effect; we can set default to True. This can make \""getResults()\"" \/ \""AddFromCSV()\"" faster",Yes,Yes,y
8670,11906,TODO - handle vector-load,Yes,Yes,y
8671,11909,- MI 16x16x1x4 (4-block variant) with MIBlockM=4 -> (16x16)*(4x1)=64x16 tile per instruction executed,No,Yes,y
8672,11914,TODO - handle vector-load,Yes,Yes,y
8673,11917,TODO: consider the rest of limiters ie sgpr,Yes,Yes,y
8674,11921,we will add s_nop if needed,No,No,n
8675,11922,"and ((state[\""LSC%c\""%tc] * numBytes) != (state[\""NumThreads\""] * 4)): \/\/ TODO:",Yes,Yes,y
8676,11924,TODO: break lobalReadIncCode,Yes,No,y
8677,11925,TODO: globalReadInc scheduling should not be blocked by localWriteInst,Yes,Yes,y
8678,11927,"and ((state[\""LSC%c\""%tc] * numBytes) != (state[\""NumThreads\""] * 4)): \/\/ TODO:",Yes,Yes,y
8679,11928,TODO check if solution matches problem size for exact tile kernels,Yes,No,y
8680,11929,during isPap; this is actually no needed; so we can skip this.,Yes,Yes,y
8681,11933,TODO - PK not support GSU in Assembly; but HIP is OK,Yes,No,y
8682,11934,TODO - AlongBatch not support GSU in HIP now,Yes,No,y
8683,11935,avoid bug somehow related to GlobalSplitU + Persistent,Yes,No,y
8684,11936,avoid bug somehow related to GlobalSplitU + Persistent,Yes,No,y
8685,11938,1. during isPap; this is actually no needed; so we can skip this.,Yes,Yes,y
8686,11941,"kStr += inst(\""s_add_u32\""; sgpr(\""PersistentLoopIter\""); sgpr(\""PersistentLoopIter\""); hex(1); \""Inc PersistentLoop Iter\"")   # Back-up: not needed now",No,No,n
8687,11943,TODO - AlongBatch not support GSU in HIP now,Yes,No,y
8688,11944,avoid bug somehow related to HPA + Persistent,Yes,Yes,y
8689,11956,TODO this is slow,Yes,Yes,y
8690,11957,"self.defineSgpr(\""PersistentLoopIter\""; 1) # Back-up: The count of current persistent loop; not needed now",Yes,No,y
8691,11958,TODO: Instead of using input DataType check we should have an explicit AlphaType,Yes,Yes,y
8692,11959,"kStr += inst(\""s_mov_b32\""; sgpr(\""PersistentLoopIter\""); 0; \""init PersistentKernelLoop Iter\"")  # Back-up: not needed now",No,Yes,y
